District_Name,District_ID,Population,Pop_X,Pop_Y,Geog_X,Geog_Y
Luiza:Luiza,HD_258,173931,22.46122769,-7.062531007,22.4938,-7.02861
Luiza:Masuika,HD_259,142104,22.51125012,-7.57230821,22.5131,-7.57836
Luiza:Ndekesha,HD_260,168630,21.92192145,-6.366243879,21.8662,-6.32971
Luiza:Tshibala,HD_261,189633,21.98863459,-6.876572717,21.9992,-6.89085
Luiza:Yangala,HD_262,140691,22.98746701,-7.366726856,22.9765,-7.38208
Lukaya:Kimvula,HD_263,163542,16.01450422,-5.56817535,16.0384,-5.45372
Lukaya:Kisantu,HD_264,205780,15.23496411,-5.149069818,15.2823,-5.12587
Lukaya:Masa,HD_265,63981,15.16114335,-4.59656324,15.157,-4.60134
Lukaya:Ngidinga,HD_266,134787,15.45148333,-5.684150368,15.5053,-5.68462
Lukaya:Nselo,HD_267,203059,15.51346415,-5.29692094,15.6237,-5.28328
Lukaya:Sona-Bata,HD_268,176050,15.30096077,-4.808880071,15.3789,-4.81287
Lukunga:Bandalungwa,HD_269,296376,15.28471539,-4.340786443,15.2839,-4.34265
Lukunga:Binza Meteo,HD_270,704892,15.25936775,-4.371787462,15.2498,-4.38332
Lukunga:Binza Ozone,HD_271,223832,15.23590713,-4.346111298,15.2274,-4.34348
Lukunga:Kintambo,HD_272,218180,15.26900366,-4.343495141,15.2687,-4.34581
Lukunga:Kokolo,HD_273,97921,15.28920906,-4.335872065,15.2874,-4.33489
Lukunga:Mont Ngafula I,HD_274,287784,15.29620943,-4.446144941,15.3077,-4.5283
Lukunga:Mont Ngafula II,HD_275,205877,15.21603191,-4.423983477,15.1955,-4.43135
Lukunga:Selembao,HD_276,572069,15.28336692,-4.393577521,15.2776,-4.4068
Lulua:Bena Leka,HD_277,213287,22.07941039,-5.177114194,22.0955,-5.1091
Lulua:Bena Tshiadi,HD_278,51895,22.7686108,-4.573840954,22.8081,-4.55391
Lulua:Bunkonde,HD_279,64486,22.60349528,-6.355570341,22.5827,-6.36392
Lulua:Demba,HD_280,232740,22.25336953,-5.509232274,22.2997,-5.49979
Lulua:Dibaya,HD_281,131739,22.90936584,-6.460778947,22.9689,-6.4772
Lulua:Katende,HD_282,167808,22.95095996,-5.577986942,22.9202,-5.4621
Lulua:Lubondaie,HD_283,125275,22.8165223,-6.673226356,22.8045,-6.71353
Lulua:Lubunga,HD_284,72653,23.34049828,-5.609060566,23.4001,-5.51587
Lulua:Mikalayi,HD_285,168723,22.18521094,-6.073889763,22.1136,-6.02989
Lulua:Muetshi,HD_286,84975,22.6992425,-4.879574249,22.6927,-4.91018
Lulua:Mutoto,HD_287,62099,22.58163556,-5.675472966,22.6412,-5.62428
Lulua:Tshikula,HD_288,203566,22.79661889,-6.059492989,22.7574,-6.03787
Mai-Ndombe:Banjow Moke,HD_289,119145,17.66658735,-1.777365803,17.7957,-1.86736
Mai-Ndombe:Bokoro,HD_290,374311,18.56416778,-3.134187376,18.6211,-3.05219
Mai-Ndombe:Bosobe,HD_291,69432,19.06847406,-3.324254379,19.1923,-3.26403
Mai-Ndombe:Inongo,HD_292,146061,18.3087953,-1.813515654,18.5504,-1.92753
Mai-Ndombe:Kiri,HD_293,168489,19.30047891,-1.809192565,19.2773,-1.84309
Mai-Ndombe:Mimia,HD_294,61402,19.9791356,-2.536340698,20.161,-2.58329
Mai-Ndombe:Nioki,HD_295,263094,17.8454863,-2.900331604,17.8325,-2.90799
Mai-Ndombe:Ntandembelo,HD_296,146529,16.99265019,-2.01374675,17.0842,-1.99117
Mai-Ndombe:Oshwe,HD_297,107283,19.90213714,-3.752294708,20.0446,-3.67566
Mai-Ndombe:Penjwa,HD_298,69168,19.10466047,-1.208664123,19.072,-1.1766
Maniema Centre:Kailo,HD_299,143584,25.72741797,-2.572513458,25.6848,-2.50116
Maniema Centre:Kalima,HD_300,210892,26.64512431,-2.662526182,26.6498,-2.74646
Maniema Centre:Kampene,HD_301,185510,26.63588489,-3.540686556,26.4816,-3.50482
Maniema Centre:Pangi,HD_302,97623,26.66686187,-3.159846516,26.604,-3.15616
Maniema Nord:Ferekeni,HD_303,136218,26.46688635,-1.637746885,26.5126,-1.68366
Maniema Nord:Lubutu,HD_304,112410,26.72027049,-0.709299688,26.9164,-0.623245
Maniema Nord:Obokote,HD_305,50051,26.56681662,-1.116313485,26.5962,-1.1001
Maniema Nord:Punia,HD_306,35455,27.23985113,-1.744708778,27.3134,-1.76183
Maniema Sud:Kabambare,HD_307,101178,28.10541153,-4.642875139,28.0735,-4.66288
Maniema Sud:Kasongo,HD_308,316956,26.71474681,-4.298419886,26.7592,-4.19215
Maniema Sud:Kibombo,HD_309,88196,25.77822763,-4.095141816,25.6596,-4.07381
Maniema Sud:Kunda,HD_310,91873,26.39439827,-4.01955047,26.2826,-3.91597
Maniema Sud:Lusangi,HD_311,94202,27.14057958,-4.739909482,27.232,-4.67542
Maniema Sud:Samba,HD_312,292240,26.34025538,-4.68194934,26.323,-4.72487
Maniema Sud:Saramabila,HD_313,107020,27.3066177,-4.151733731,27.3889,-4.15067
Maniema Sud:Tunda,HD_314,71577,25.09821435,-4.222756148,25.1359,-4.06649
Masisi:Kirotshe,HD_315,418317,28.93034211,-1.604960338,28.954,-1.57333
Masisi:Masisi,HD_316,716886,28.77552075,-1.43509988,28.7372,-1.4431
Masisi:Mweso,HD_317,295595,28.87427381,-1.183969497,28.8805,-1.15046
Masisi:Pinga,HD_318,226499,28.62600787,-0.879127559,28.4637,-0.758506
Masisi:Walikale,HD_319,201482,28.04424578,-1.457034616,27.9343,-1.39354
Matadi:Matadi,HD_320,307585,13.46349805,-5.824679128,13.4691,-5.84592
Matadi:Nzanza,HD_321,2091,13.41661447,-5.818350697,13.4088,-5.82939
Mbandaka:Bolenge,HD_322,7690,18.19472143,-0.059296754,18.2629,-0.107747
Mbandaka:Mbandaka,HD_323,2223,18.2209638,-0.176071981,18.1841,-0.182065
Mbandaka:Wangata,HD_324,253690,18.27191103,0.040876158,18.3194,-0.00547779
Mbuji-Mayi:Bipemba,HD_325,150772,23.5731479,-6.103201139,23.5735,-6.09064
Mbuji-Mayi:Bonzola,HD_326,305061,23.5926256,-6.139012629,23.6122,-6.15033
Mbuji-Mayi:Dibindi,HD_327,69547,23.61601043,-6.12944136,23.6192,-6.12981
Mbuji-Mayi:Diulu,HD_328,131600,23.59401489,-6.106875168,23.598,-6.10128
Mbuji-Mayi:Kansele,HD_329,145608,23.60576263,-6.117844667,23.6093,-6.11604
Mbuji-Mayi:Lubilanji,HD_330,57611,23.6052669,-6.133979447,23.6105,-6.13717
Mbuji-Mayi:Lukelenge,HD_331,90306,23.64296836,-6.118338607,23.6514,-6.11799
Mbuji-Mayi:Mpokolo,HD_332,28100,23.54783648,-6.09449153,23.5435,-6.08412
Mbuji-Mayi:Muya,HD_333,59874,23.63180442,-6.102432954,23.633,-6.10043
Mbuji-Mayi:Nzaba,HD_334,142617,23.55786053,-6.135571647,23.5504,-6.13689
Mongala:Binga,HD_335,120568,20.42090307,2.213430591,20.4128,2.14965
Mongala:Bongandanga,HD_336,99875,21.25634885,1.349715261,21.3718,1.26336
Mongala:Boso Manzi,HD_337,136326,21.16522159,2.874099027,21.1958,2.80785
Mongala:Boso Mondanda,HD_338,60519,19.98900809,1.732034877,19.7673,1.71216
Mongala:Bosondjo,HD_339,71286,21.95306694,2.003936735,22.0386,1.98156
Mongala:Bumba,HD_340,81151,22.65685764,2.23259464,22.7032,2.24056
Mongala:Lisala,HD_341,288689,21.37969238,2.22991393,21.2385,2.28373
Mongala:Lolo,HD_342,125976,23.08763602,2.303868563,23.2111,2.31937
Mongala:Pimu,HD_343,159199,21.05626942,1.817081554,21.1392,1.81716
Mongala:Yamaluka,HD_344,530591,22.34667962,2.275690464,22.1745,2.42506
Mongala:Yambuku,HD_345,170564,22.18549558,2.782858194,22.3369,2.83885
Mongala:Yamongili,HD_346,40266,22.67422746,2.53770327,22.7631,2.55027
Mwene Ditu:Kalenda,HD_347,166781,23.46035569,-7.436122295,23.4477,-7.43498
Mwene Ditu:Kamiji,HD_348,54544,23.23892459,-6.697816845,23.2286,-6.7028
Mwene Ditu:Kanda Kanda,HD_349,112848,23.7366596,-6.885135707,23.7491,-6.91781
Mwene Ditu:Luputa,HD_350,178314,23.7507933,-7.320649899,23.7851,-7.49472
Mwene Ditu:Makota,HD_351,78977,23.44146509,-7.022266205,23.4171,-7.02087
Mwene Ditu:Mwene Ditu,HD_352,140266,23.45009199,-6.989594024,23.4135,-6.93088
Mwene Ditu:Wikong,HD_353,74617,23.31833534,-7.811973319,23.3132,-7.85945
Ndjili:Biyela,HD_354,79997,15.39994,-4.446557853,15.4025,-4.4903
Ndjili:Kikimi,HD_355,78283,15.43898842,-4.439860584,15.4751,-4.52191
Ndjili:Kimbanseke,HD_356,157550,15.37586258,-4.431931912,15.3696,-4.44597
Ndjili:Kingasani,HD_357,215269,15.40138487,-4.41077251,15.4066,-4.41326
Ndjili:Masina I,HD_358,81511,15.40411847,-4.392907192,15.4162,-4.37369
Ndjili:Masina II,HD_359,437104,15.38287519,-4.385164358,15.3889,-4.36028
Ndjili:Ndjili,HD_360,414088,15.37624193,-4.402523439,15.3736,-4.4063
Nord-Ubangi:Abuzi,HD_361,23007,22.2174409,3.277466851,22.1462,3.36608
Nord-Ubangi:Bili,HD_362,172411,19.78935675,4.755030435,19.7181,4.79155
Nord-Ubangi:Bosobolo,HD_363,137447,19.80111527,4.307367059,19.8498,4.35175
Nord-Ubangi:Businga,HD_364,119911,20.96480839,3.30198343,21.4016,3.19465
Nord-Ubangi:Gbadolite,HD_365,66353,20.94162853,4.278377071,20.8765,4.28287
Nord-Ubangi:Karawa,HD_366,262061,20.41334002,3.283836454,20.4056,3.29456
Nord-Ubangi:Loko,HD_367,112037,20.41333865,3.78799017,20.744,3.72483
Nord-Ubangi:Mobayi Mbongo,HD_368,97400,21.03615924,4.119811541,21.0314,4.079
Nord-Ubangi:Wapinda,HD_369,64229,22.80808929,3.67103451,23.0157,3.71624
Nord-Ubangi:Wasolo,HD_370,137297,22.4125171,3.801667286,22.0928,3.76754
Nord-Ubangi:Yakoma,HD_371,150990,22.43699563,4.081978938,22.2047,4.03188
Nsele:Maluku I,HD_372,153280,15.69153965,-4.241305616,15.7836,-4.4166
Nsele:Maluku II,HD_373,76088,16.19397019,-4.372981585,16.1564,-4.45135
Nsele:Nsele,HD_374,319578,15.49854723,-4.37225317,15.5826,-4.42073
Plateau:Bolobo,HD_375,124221,16.31009422,-2.475855607,16.3808,-2.68259
Plateau:Kwamouth,HD_376,107828,16.70628125,-3.506855038,16.6781,-3.57935
Plateau:Mushie,HD_377,149115,17.16942309,-2.635239898,17.1824,-2.51831
Plateau:Yumbi,HD_378,120893,16.49158379,-2.036291354,16.52,-2.10559
Rutshuru:Binza,HD_379,406933,29.54032026,-0.822773859,29.5221,-0.815245
Rutshuru:Birambizo,HD_380,335467,29.14304,-0.990313022,29.1552,-1.06528
Rutshuru:Goma,HD_381,417648,29.21311348,-1.668135386,29.1978,-1.654
Rutshuru:Karisimbi,HD_382,116107,29.26372481,-1.608962523,29.2859,-1.53961
Rutshuru:Rutshuru,HD_383,505084,29.3596884,-0.925936352,29.3374,-1.06107
Rutshuru:Rwanguba,HD_384,119374,29.52626122,-1.229582968,29.513,-1.26124
SK Centre:Kaniola,HD_385,125237,28.46946048,-2.609738796,28.4278,-2.5913
SK Centre:Kaziba,HD_386,137452,28.85290804,-2.811013517,28.8267,-2.8367
SK Centre:Mubumbano,HD_387,106511,28.67277855,-2.736760129,28.6548,-2.76275
SK Centre:Mwana,HD_388,27870,28.70080072,-2.871086917,28.7,-2.90677
SK Centre:Nyangezi,HD_389,82999,28.92520462,-2.712111244,28.9332,-2.71644
SK Centre:Nyantende,HD_390,55784,28.87385649,-2.599928391,28.8662,-2.59433
SK Centre:Walungu,HD_391,211658,28.70573463,-2.625820089,28.7069,-2.58475
SK Nord:Bunyakiri,HD_392,78603,28.52085423,-2.021695844,28.4478,-2.04253
SK Nord:Idjwi,HD_393,207202,29.05283167,-2.123660293,29.0612,-2.12149
SK Nord:Kabare,HD_394,169707,28.80053712,-2.37419794,28.7585,-2.36952
SK Nord:Kalehe,HD_395,83138,28.80519279,-2.03310345,28.7845,-2.00825
SK Nord:Kalonge,HD_396,70517,28.51955831,-2.351495822,28.4873,-2.32784
SK Nord:Katana,HD_397,117974,28.84258803,-2.261096725,28.8215,-2.23946
SK Nord:Minova,HD_398,98818,28.94891812,-1.784589785,28.9258,-1.80452
SK Nord:Miti-Murhesa,HD_399,24239,28.63678055,-2.132809045,28.6596,-2.15281
SK Ouest:Kalole,HD_400,140421,27.4707243,-3.637588388,27.5673,-3.62086
SK Ouest:Kamituga,HD_401,178807,28.18460593,-3.198807149,28.1611,-3.18602
SK Ouest:Kitutu,HD_402,76489,28.01306003,-3.394806836,28.035,-3.46564
SK Ouest:Lulingu,HD_403,86187,27.42247008,-2.362300274,27.4236,-2.3515
SK Ouest:Mulungu,HD_404,126628,27.95555981,-2.625056109,27.9124,-2.59034
SK Ouest:Mwenga,HD_405,130154,28.48578299,-3.047083003,28.5112,-3.06692
SK Ouest:Shabunda,HD_406,113277,27.2214519,-2.786273296,27.1708,-2.76734
SK Sud:Fizi,HD_407,291269,28.98942398,-4.259319557,28.9419,-4.39518
SK Sud:Haut-Plateau,HD_408,488108,28.92699677,-2.998433298,28.9268,-3.25781
SK Sud:Itombwe,HD_409,176341,28.65693726,-3.611136183,28.5959,-3.56812
SK Sud:Kimbi Lulenge,HD_410,119428,28.35391736,-4.288419733,28.3925,-4.27836
SK Sud:Lemera,HD_411,544247,28.99472127,-2.88179244,29.0366,-3.017
SK Sud:Minembwe,HD_412,58901,28.63265908,-3.976369467,28.5635,-4.02514
SK Sud:Nundu,HD_413,78718,28.99472401,-3.749079764,28.9522,-3.73352
SK Sud:Ruzizi,HD_414,131976,29.15233127,-3.116224296,29.1629,-3.09725
SK Sud:Uvira,HD_415,483738,29.13702171,-3.384784436,29.1045,-3.4009
Sankuru:Bena Dibele,HD_416,185027,22.74623547,-3.753226966,22.7494,-3.69077
Sankuru:Dikungu,HD_417,87403,24.35223643,-4.168952862,24.2387,-4.31078
Sankuru:Djalo Djeka,HD_418,222841,24.03945324,-3.465659325,24.1195,-3.20296
Sankuru:Katako Kombe,HD_419,76140,24.60682651,-3.294679172,24.7357,-3.03391
Sankuru:Kole,HD_420,60633,22.2937083,-3.675906013,22.2631,-3.67449
Sankuru:Lodja,HD_421,255781,23.57401551,-3.487987978,23.5158,-3.4204
Sankuru:Lomela,HD_422,103634,23.65223095,-2.279318342,23.8354,-2.2333
Sankuru:Lusambo,HD_423,58232,23.35452042,-5.029050471,23.3222,-5.03066
Sankuru:Minga,HD_424,76718,24.29974585,-4.914605928,24.1236,-4.87172
Sankuru:Omendjadi,HD_425,67077,23.47302186,-3.11740808,23.3885,-3.0755
Sankuru:Ototo,HD_426,52571,23.43031151,-4.884224479,23.4497,-4.57474
Sankuru:Pania Mutombo,HD_427,56997,23.87427911,-5.289121272,23.836,-5.22763
Sankuru:Tshudi Loto,HD_428,122913,22.6134797,-2.370681524,22.6076,-2.44969
Sankuru:Tshumbe,HD_429,92813,24.61279216,-4.683547696,24.6514,-4.68814
Sankuru:Vanga Kete,HD_430,350840,23.49215849,-3.821293557,23.4534,-3.84728
Sankuru:Wembo Nyama,HD_431,158201,24.58664384,-4.083394426,24.6735,-4.04593
Sud-Ubangi:Bangabola,HD_432,123083,19.3922009,2.427184964,19.4012,2.30345
Sud-Ubangi:Bogosenubea,HD_433,97211,19.69910451,3.735248056,19.7274,3.79151
Sud-Ubangi:Bokonzi,HD_434,116821,18.59522822,2.310175555,18.5696,2.25538
Sud-Ubangi:Bominenge,HD_435,188707,20.07540267,3.323271891,20.0847,3.29621
Sud-Ubangi:Boto,HD_436,122939,19.03016986,3.021949814,18.9543,2.99009
Sud-Ubangi:Budjala,HD_437,175090,19.61725794,2.649714399,19.7039,2.46747
Sud-Ubangi:Bulu,HD_438,135549,20.04179525,2.597430959,20.0322,2.58705
Sud-Ubangi:Bwamanda,HD_439,190966,19.37393524,3.306535725,19.3979,3.3519
Sud-Ubangi:Gemena,HD_440,469260,19.79606485,3.23736781,19.8434,3.20854
Sud-Ubangi:Kungu,HD_441,311835,19.03418041,2.691388533,18.951,2.64269
Sud-Ubangi:Libenge,HD_442,208093,18.99510631,4.039497154,19.0442,4.1133
Sud-Ubangi:Mawuya,HD_443,61448,18.80326979,3.263951837,18.8307,3.27236
Sud-Ubangi:Mbaya,HD_444,112819,20.33423589,2.689076983,20.3695,2.68276
Sud-Ubangi:Ndage,HD_445,89439,20.71546255,2.80671803,20.7072,2.74101
Sud-Ubangi:Tandala,HD_446,177269,19.5078679,2.954199304,19.5333,2.97661
Tanganika:Ankoro,HD_447,90913,26.74985958,-6.979614141,26.6341,-6.97348
Tanganika:Kabalo,HD_448,191410,26.83179577,-6.226268872,26.8919,-6.25408
Tanganika:Kalemie,HD_449,153484,29.03550815,-6.024987453,28.7858,-6.35333
Tanganika:Kansimba,HD_450,70840,29.18679516,-7.177133612,29.0757,-7.34588
Tanganika:Kiyambi,HD_451,52151,28.0619669,-7.531168954,28.155,-7.37504
Tanganika:Kongolo,HD_452,172944,27.26243691,-5.273520182,27.2904,-5.31024
Tanganika:Manono,HD_453,218132,27.38059484,-7.277600183,27.3937,-7.14484
Tanganika:Mbulala,HD_454,185958,26.79793079,-5.409472459,26.5587,-5.40587
Tanganika:Moba,HD_455,352393,29.78539064,-7.533401882,29.8903,-7.7128
Tanganika:Nyemba,HD_456,199808,29.07217181,-5.691711022,28.8835,-5.47418
Tanganika:Nyunzu,HD_457,154406,27.93744358,-5.731538481,27.9347,-5.73131
Tshikapa:Banga Lubaka,HD_458,139284,20.52167265,-5.630067359,20.544,-5.61818
Tshikapa:Kalonda,HD_459,112627,20.75133127,-6.42419628,20.7271,-6.43737
Tshikapa:Kamonia,HD_460,209255,20.94471974,-6.918861226,20.8964,-6.9731
Tshikapa:Kamwesha,HD_461,407869,21.09457464,-6.360167818,21.1303,-6.29777
Tshikapa:Kanzala,HD_462,107645,20.78292225,-6.436138489,20.7858,-6.461
Tshikapa:Kitangwa,HD_463,296081,20.26070324,-6.402518808,20.209,-6.50667
Tshikapa:Mutena,HD_464,121990,21.36607276,-7.009308915,21.3841,-7.02123
Tshikapa:Nyanga,HD_465,139825,20.37355191,-5.962729377,20.321,-5.9895
Tshikapa:Tshikapa,HD_466,36518,20.7446628,-6.393163732,20.7437,-6.39205
Tshilenge:Bibanga,HD_467,127578,23.90547609,-6.229650285,23.8895,-6.09367
Tshilenge:Cilundu,HD_468,141934,23.28936558,-6.351064059,23.2935,-6.38872
Tshilenge:Kabeya Kamuanga,HD_469,148201,23.16847855,-6.007447402,23.1676,-5.96341
Tshilenge:Kasansa,HD_470,339677,23.65140777,-6.491933954,23.6187,-6.55873
Tshilenge:Miabi,HD_471,149265,23.36217587,-6.214539721,23.3372,-6.16526
Tshilenge:Mukumbi,HD_472,88533,23.64543088,-5.901473341,23.5896,-5.87264
Tshilenge:Tshilenge,HD_473,304110,23.71063049,-6.274648726,23.7063,-6.3011
Tshilenge:Tshishimbi,HD_474,290438,23.54678368,-6.190175319,23.4853,-6.19102
Tshilenge:Tshitenge,HD_475,147072,23.7091653,-6.161488807,23.7384,-6.1377
Tshopo Lindi:Bafwagbogbo,HD_476,35373,26.67516358,1.627509105,26.7313,1.62892
Tshopo Lindi:Bafwasende,HD_477,61179,26.91567739,0.983176894,26.6907,0.988643
Tshopo Lindi:Banalia,HD_478,147839,25.56456098,1.791528338,25.6156,1.75709
Tshopo Lindi:Bengamisa,HD_479,86519,25.18092132,1.075933322,25.0407,1.12357
Tshopo Lindi:Lowa,HD_480,93510,25.68668252,-1.25372866,25.5927,-1.26967
Tshopo Lindi:Opala,HD_481,189104,23.95891064,-0.751223298,24.2386,-1.04846
Tshopo Lindi:Opienge,HD_482,64457,27.49603433,0.242345876,27.3335,0.191625
Tshopo Lindi:Ubundu,HD_483,99502,25.29394228,-0.264295478,25.0878,-0.390558
Tshopo Lindi:Wanierukula,HD_484,79336,25.81148883,0.18048821,25.9561,0.0756167
Tshopo Lindi:Yaleko,HD_485,104958,24.51681962,0.099358549,24.6354,-0.15621
Tshopo Lomami:Basali,HD_486,76060,24.16357157,1.473667954,24.4089,1.75363
Tshopo Lomami:Basoko,HD_487,110770,23.68183865,1.18377135,23.7472,1.22303
Tshopo Lomami:Isangi,HD_488,135054,24.35690631,0.845965944,24.3996,0.894738
Tshopo Lomami:Yabaondo,HD_489,257394,23.96790608,0.735552703,23.9756,0.624465
Tshopo Lomami:Yahisuli,HD_490,97078,23.88030666,-0.030043685,23.9257,-0.00746622
Tshopo Lomami:Yahuma,HD_491,177793,23.22238294,0.971800137,23.1432,0.841039
Tshopo Lomami:Yakusu,HD_492,99409,24.59253658,0.594860989,24.6399,0.676074
Tshopo Lomami:Yalimbongo,HD_493,102882,23.35328865,1.80848383,23.4732,1.81429
Tshuapa:Befale,HD_494,119578,20.88834624,0.530820437,20.8877,0.572095
Tshuapa:Boende,HD_495,276994,20.79591624,-0.290100957,20.7381,-0.314972
Tshuapa:Bokungu,HD_496,123189,22.10286898,-0.390825286,22.0665,-0.297873
Tshuapa:Bosanga,HD_497,71024,22.0050704,-0.938576166,21.9952,-0.953243
Tshuapa:Djolu,HD_498,174678,22.60308292,0.531460623,22.6767,0.353463
Tshuapa:Ikela,HD_499,169411,23.38181331,-1.367717373,23.466,-1.49134
Tshuapa:Lingomo,HD_500,123084,22.19185372,1.09190158,22.1616,1.15266
Tshuapa:Mompono,HD_501,60912,21.83866139,0.257465676,21.8303,0.322851
Tshuapa:Mondombe,HD_502,175060,22.88476496,-0.727292603,22.891,-0.641908
Tshuapa:Monkoto,HD_503,133943,20.69724308,-1.522949737,20.9284,-1.64309
Tshuapa:Wema,HD_504,121582,21.33929401,-0.726939021,21.3489,-0.734865
Tshuapa:Yalifafu,HD_505,160868,22.44844773,-1.2795391,22.4331,-1.35988
Zongo:Zongo,HD_506,60004,18.66199637,4.266056012,18.6983,4.21969
Gombe:Police,HD_507,5627,15.3009,-4.31564,15.3009,-4.31564
Lubumbashi:Kowe,HD_508,4315,27.4937,-11.6743,27.4937,-11.6743
Lubumbashi:Vangu,HD_509,929,27.5165,-11.6545,27.5165,-11.6545
